Date_Time,Rotation,Pellet_Retrieval,Type,Wheel_Position,FED_Position
2022-04-12 19:41:26.508442,120,0.1,frame,Left,Right
2022-04-12 19:41:26.517202,120,0.1,frame,Left,Right
2022-04-12 19:41:26.522800,120,0.1,frame,Left,Right
2022-04-12 19:41:26.528697,120,0.1,frame,Left,Right
2022-04-12 19:41:26.535286,120,0.1,frame,Left,Right
2022-04-12 19:41:26.543731,120,0.1,frame,Left,Right
2022-04-12 19:41:26.552111,120,0.1,frame,Left,Right
2022-04-12 19:41:26.559989,120,0.1,frame,Left,Right
2022-04-12 19:41:26.568624,120,0.1,frame,Left,Right
2022-04-12 19:41:26.575937,120,0.1,frame,Left,Right
2022-04-12 19:41:26.582255,120,0.1,frame,Left,Right
2022-04-12 19:41:26.588525,120,0.1,frame,Left,Right
2022-04-12 19:41:26.594870,120,0.1,frame,Left,Right
2022-04-12 19:41:26.601343,120,0.1,frame,Left,Right
2022-04-12 19:41:26.611512,120,0.1,frame,Left,Right
2022-04-12 19:41:26.618597,120,0.1,frame,Left,Right
2022-04-12 19:41:26.625288,120,0.1,frame,Left,Right
2022-04-12 19:41:26.631651,120,0.1,frame,Left,Right
2022-04-12 19:41:26.637734,120,0.1,frame,Left,Right
2022-04-12 19:41:26.644635,120,0.1,frame,Left,Right
2022-04-12 19:41:26.650805,120,0.1,frame,Left,Right
2022-04-12 19:41:26.657160,120,0.1,frame,Left,Right
2022-04-12 19:41:26.664680,120,0.1,frame,Left,Right
2022-04-12 19:41:26.671174,120,0.1,frame,Left,Right
2022-04-12 19:41:26.677188,120,0.1,frame,Left,Right
2022-04-12 19:41:26.682928,120,0.1,frame,Left,Right
2022-04-12 19:41:26.688525,120,0.1,frame,Left,Right
2022-04-12 19:41:26.694085,120,0.1,frame,Left,Right
2022-04-12 19:41:26.699706,120,0.1,frame,Left,Right
2022-04-12 19:41:26.705270,120,0.1,frame,Left,Right
2022-04-12 19:41:26.710718,120,0.1,frame,Left,Right
2022-04-12 19:41:26.716207,120,0.1,frame,Left,Right
2022-04-12 19:41:26.721898,120,0.1,frame,Left,Right
2022-04-12 19:41:26.727620,120,0.1,frame,Left,Right
2022-04-12 19:41:26.733166,120,0.1,frame,Left,Right
2022-04-12 19:41:26.740832,120,0.1,frame,Left,Right
2022-04-12 19:41:26.747190,120,0.1,frame,Left,Right
2022-04-12 19:41:26.753070,120,0.1,frame,Left,Right
2022-04-12 19:41:26.758692,120,0.1,frame,Left,Right
2022-04-12 19:41:26.764499,120,0.1,frame,Left,Right
2022-04-12 19:41:26.770029,120,0.1,frame,Left,Right
2022-04-12 19:41:26.775694,120,0.1,frame,Left,Right
2022-04-12 19:41:26.781402,120,0.1,frame,Left,Right
2022-04-12 19:41:26.787006,120,0.1,frame,Left,Right
2022-04-12 19:41:26.792608,120,0.1,frame,Left,Right
2022-04-12 19:41:26.798143,120,0.1,frame,Left,Right
2022-04-12 19:41:26.803862,120,0.1,frame,Left,Right
2022-04-12 19:41:26.809430,120,0.1,frame,Left,Right
2022-04-12 19:41:26.815024,120,0.1,frame,Left,Right
2022-04-12 19:41:26.820595,120,0.1,frame,Left,Right
2022-04-12 19:41:26.826256,120,0.1,frame,Left,Right
2022-04-12 19:41:26.831836,120,0.1,frame,Left,Right
2022-04-12 19:41:26.837391,120,0.1,frame,Left,Right
2022-04-12 19:41:26.843112,120,0.1,frame,Left,Right
2022-04-12 19:41:26.848764,120,0.1,frame,Left,Right
2022-04-12 19:41:26.854309,120,0.1,frame,Left,Right
2022-04-12 19:41:26.859843,120,0.1,frame,Left,Right
2022-04-12 19:41:26.865524,120,0.1,frame,Left,Right
2022-04-12 19:41:26.871039,120,0.1,frame,Left,Right
2022-04-12 19:41:26.876604,120,0.1,frame,Left,Right
2022-04-12 19:41:26.882247,120,0.1,frame,Left,Right
2022-04-12 19:41:26.887907,120,0.1,frame,Left,Right
2022-04-12 19:41:26.893439,120,0.1,frame,Left,Right
2022-04-12 19:41:26.898943,120,0.1,frame,Left,Right
2022-04-12 19:41:26.904647,120,0.1,frame,Left,Right
2022-04-12 19:41:26.910147,120,0.1,frame,Left,Right
2022-04-12 19:41:26.915684,120,0.1,frame,Left,Right
2022-04-12 19:41:26.921135,120,0.1,frame,Left,Right
2022-04-12 19:41:26.926833,120,0.1,frame,Left,Right
2022-04-12 19:41:26.932435,120,0.1,frame,Left,Right
2022-04-12 19:41:26.937973,120,0.1,frame,Left,Right
2022-04-12 19:41:26.943578,120,0.1,frame,Left,Right
2022-04-12 19:41:26.949059,120,0.1,frame,Left,Right
2022-04-12 19:41:26.954603,120,0.1,frame,Left,Right
2022-04-12 19:41:26.960157,120,0.1,frame,Left,Right
2022-04-12 19:41:26.965790,120,0.1,frame,Left,Right
2022-04-12 19:41:26.971331,120,0.1,frame,Left,Right
2022-04-12 19:41:26.976878,120,0.1,frame,Left,Right
2022-04-12 19:41:26.982591,120,0.1,frame,Left,Right
2022-04-12 19:41:26.988274,120,0.1,frame,Left,Right
2022-04-12 19:41:26.993827,120,0.1,frame,Left,Right
2022-04-12 19:41:26.999306,120,0.1,frame,Left,Right
2022-04-12 19:41:27.005122,120,0.1,frame,Left,Right
2022-04-12 19:41:27.010786,120,0.1,frame,Left,Right
2022-04-12 19:41:27.016481,120,0.1,frame,Left,Right
2022-04-12 19:41:27.021975,120,0.1,frame,Left,Right
2022-04-12 19:41:27.027659,120,0.1,frame,Left,Right
2022-04-12 19:41:27.033311,120,0.1,frame,Left,Right
2022-04-12 19:41:27.040166,120,0.1,frame,Left,Right
2022-04-12 19:41:27.046897,120,0.1,frame,Left,Right
2022-04-12 19:41:27.052625,120,0.1,frame,Left,Right
2022-04-12 19:41:27.058279,120,0.1,frame,Left,Right
2022-04-12 19:41:27.063933,120,0.1,frame,Left,Right
2022-04-12 19:41:27.069602,120,0.1,frame,Left,Right
2022-04-12 19:41:27.075176,120,0.1,frame,Left,Right
2022-04-12 19:41:27.080800,120,0.1,frame,Left,Right
2022-04-12 19:41:27.086496,120,0.1,frame,Left,Right
2022-04-12 19:41:27.092100,120,0.1,frame,Left,Right
2022-04-12 19:41:27.097605,120,0.1,frame,Left,Right
2022-04-12 19:41:27.103212,120,0.1,frame,Left,Right
