TTL,precise_time,approx_time
-6143.8125,1657579213,2023-10-30T17:35:34.609
-6143.8125,1657584665,2023-10-30T17:35:34.614
-6143.8125,1657590077,2023-10-30T17:35:34.620
-6143.8125,1657595458,2023-10-30T17:35:34.625
-6143.8125,1657600831,2023-10-30T17:35:34.630
-6143.8125,1657606294,2023-10-30T17:35:34.636
-6143.8125,1657611703,2023-10-30T17:35:34.641
-6143.8125,1657617074,2023-10-30T17:35:34.647
-6143.8125,1657622475,2023-10-30T17:35:34.652
-6143.8125,1657627909,2023-10-30T17:35:34.657
-6143.8125,1657633308,2023-10-30T17:35:34.663
-6143.8125,1657638682,2023-10-30T17:35:34.668
-6143.8125,1657644102,2023-10-30T17:35:34.674
-6143.8125,1657649506,2023-10-30T17:35:34.679
-6143.8125,1657654923,2023-10-30T17:35:34.684
-6143.8125,1657660458,2023-10-30T17:35:34.690
-6143.8125,1657666245,2023-10-30T17:35:34.696
-6143.8125,1657671957,2023-10-30T17:35:34.701
-6143.8125,1657677426,2023-10-30T17:35:34.707
-6143.8125,1657682819,2023-10-30T17:35:34.712
-6143.8125,1657688406,2023-10-30T17:35:34.718
-6143.8125,1657693900,2023-10-30T17:35:34.723
-6143.8125,1657699326,2023-10-30T17:35:34.729
-6143.8125,1657704850,2023-10-30T17:35:34.734
-6143.8125,1657710284,2023-10-30T17:35:34.740
-6143.8125,1657715662,2023-10-30T17:35:34.745
-6143.8125,1657721072,2023-10-30T17:35:34.751
-6143.8125,1657726539,2023-10-30T17:35:34.756
-6143.8125,1657732038,2023-10-30T17:35:34.761
-6143.8125,1657737431,2023-10-30T17:35:34.767
-6143.8125,1657742878,2023-10-30T17:35:34.772
-6143.8125,1657748315,2023-10-30T17:35:34.778
-6143.8125,1657753828,2023-10-30T17:35:34.783
-6143.8125,1657759295,2023-10-30T17:35:34.789
-6143.8125,1657764737,2023-10-30T17:35:34.794
-6143.8125,1657770198,2023-10-30T17:35:34.800
-6143.8125,1657775678,2023-10-30T17:35:34.805
-6143.8125,1657781065,2023-10-30T17:35:34.811
-6143.8125,1657786488,2023-10-30T17:35:34.816
-6143.8125,1657791919,2023-10-30T17:35:34.821
-6143.8125,1657797350,2023-10-30T17:35:34.827
-6143.8125,1657802776,2023-10-30T17:35:34.832
-6143.8125,1657808278,2023-10-30T17:35:34.838
-6143.8125,1657813691,2023-10-30T17:35:34.843
-6143.8125,1657819114,2023-10-30T17:35:34.849
-6143.8125,1657824517,2023-10-30T17:35:34.854
-6143.8125,1657829991,2023-10-30T17:35:34.859
-6143.8125,1657835462,2023-10-30T17:35:34.865
-6143.8125,1657840854,2023-10-30T17:35:34.870
-6143.8125,1657846341,2023-10-30T17:35:34.876
-6143.8125,1657851805,2023-10-30T17:35:34.881
-6143.8125,1657857312,2023-10-30T17:35:34.887
-6143.8125,1657862747,2023-10-30T17:35:34.892
-6143.8125,1657868245,2023-10-30T17:35:34.898
-6143.8125,1657873686,2023-10-30T17:35:34.903
-6143.8125,1657879132,2023-10-30T17:35:34.909
-6143.8125,1657884512,2023-10-30T17:35:34.914
-6143.8125,1657889959,2023-10-30T17:35:34.919
-6143.8125,1657895379,2023-10-30T17:35:34.925
-6143.8125,1657900786,2023-10-30T17:35:34.930
-6143.8125,1657906218,2023-10-30T17:35:34.936
-6143.8125,1657911723,2023-10-30T17:35:34.941
-6143.8125,1657917192,2023-10-30T17:35:34.947
-6143.8125,1657922618,2023-10-30T17:35:34.952
-6143.8125,1657928103,2023-10-30T17:35:34.958
-6143.8125,1657933520,2023-10-30T17:35:34.963
-6143.8125,1657938949,2023-10-30T17:35:34.968
-6143.8125,1657944378,2023-10-30T17:35:34.974
-6143.8125,1657949819,2023-10-30T17:35:34.979
-6143.8125,1657955329,2023-10-30T17:35:34.985
-6143.8125,1657960867,2023-10-30T17:35:34.990
-6143.8125,1657966576,2023-10-30T17:35:34.996
-6143.8125,1657972091,2023-10-30T17:35:35.002
-6143.8125,1657977577,2023-10-30T17:35:35.007
-6143.8125,1657982979,2023-10-30T17:35:35.012
-6143.8125,1657988427,2023-10-30T17:35:35.018
-6143.8125,1657993854,2023-10-30T17:35:35.023
-6143.8125,1657999301,2023-10-30T17:35:35.029
-6143.8125,1658004759,2023-10-30T17:35:35.034
-6143.8125,1658010310,2023-10-30T17:35:35.040
-6143.8125,1658015769,2023-10-30T17:35:35.045
-6143.8125,1658021189,2023-10-30T17:35:35.051
-6143.8125,1658026648,2023-10-30T17:35:35.056
-6143.8125,1658032157,2023-10-30T17:35:35.062
-6143.8125,1658037595,2023-10-30T17:35:35.067
-6143.8125,1658043030,2023-10-30T17:35:35.072
-6143.8125,1658048417,2023-10-30T17:35:35.078
-6143.8125,1658053926,2023-10-30T17:35:35.083
-6143.8125,1658059353,2023-10-30T17:35:35.089
-6143.8125,1658064736,2023-10-30T17:35:35.094
-6143.8125,1658070234,2023-10-30T17:35:35.100
-6143.8125,1658075661,2023-10-30T17:35:35.105
-6143.8125,1658081075,2023-10-30T17:35:35.111
-6143.8125,1658086479,2023-10-30T17:35:35.116
-6143.8125,1658091973,2023-10-30T17:35:35.121
-6143.8125,1658097434,2023-10-30T17:35:35.127
-6143.8125,1658102877,2023-10-30T17:35:35.132
-6143.8125,1658108335,2023-10-30T17:35:35.138
-6143.8125,1658113853,2023-10-30T17:35:35.143
-6143.8125,1658119311,2023-10-30T17:35:35.149
-6143.8125,1658124756,2023-10-30T17:35:35.154
-6143.8125,1658130200,2023-10-30T17:35:35.160
-6143.8125,1658135883,2023-10-30T17:35:35.165
-6143.8125,1658141727,2023-10-30T17:35:35.171
-6143.8125,1658147605,2023-10-30T17:35:35.177
-6143.8125,1658153733,2023-10-30T17:35:35.183
-6143.8125,1658159801,2023-10-30T17:35:35.189
-6143.8125,1658165714,2023-10-30T17:35:35.195
-6143.8125,1658171646,2023-10-30T17:35:35.201
-6143.8125,1658177627,2023-10-30T17:35:35.207
-6143.8125,1658183726,2023-10-30T17:35:35.213
-6143.8125,1658189808,2023-10-30T17:35:35.219
-6143.8125,1658195832,2023-10-30T17:35:35.225
-6143.8125,1658201813,2023-10-30T17:35:35.231
-6143.8125,1658207819,2023-10-30T17:35:35.237
-3509.0625,1658213777,2023-10-30T17:35:35.243
-290.4375,1658219751,2023-10-30T17:35:35.249
-271.6875,1658225747,2023-10-30T17:35:35.255
-256.6875,1658231716,2023-10-30T17:35:35.261
-244.3125,1658238048,2023-10-30T17:35:35.268
-234.9375,1658243820,2023-10-30T17:35:35.273
-228.0,1658249721,2023-10-30T17:35:35.279
-222.0,1658255525,2023-10-30T17:35:35.285
-216.75,1658261384,2023-10-30T17:35:35.291
-212.4375,1658267138,2023-10-30T17:35:35.297
-208.5,1658272892,2023-10-30T17:35:35.303
-204.9375,1658278724,2023-10-30T17:35:35.308
-201.9375,1658284447,2023-10-30T17:35:35.314
-198.9375,1658290089,2023-10-30T17:35:35.320
-196.5,1658295888,2023-10-30T17:35:35.325
-194.0625,1658301655,2023-10-30T17:35:35.331
-191.8125,1658307436,2023-10-30T17:35:35.337
-189.5625,1658313197,2023-10-30T17:35:35.343
-187.5,1658318988,2023-10-30T17:35:35.349
-185.4375,1658324785,2023-10-30T17:35:35.354
-183.9375,1658330610,2023-10-30T17:35:35.360
-182.0625,1658336406,2023-10-30T17:35:35.366
-180.5625,1658342208,2023-10-30T17:35:35.372
-178.875,1658347981,2023-10-30T17:35:35.378
-177.375,1658353730,2023-10-30T17:35:35.383
-175.875,1658359552,2023-10-30T17:35:35.389
-174.5625,1658365401,2023-10-30T17:35:35.395
-173.25,1658371223,2023-10-30T17:35:35.401
-171.75,1658377081,2023-10-30T17:35:35.407
-170.4375,1658382924,2023-10-30T17:35:35.413
-169.5,1658388775,2023-10-30T17:35:35.418
-168.1875,1658394585,2023-10-30T17:35:35.424
-167.0625,1658400394,2023-10-30T17:35:35.430
-165.9375,1658406261,2023-10-30T17:35:35.436
-164.8125,1658412107,2023-10-30T17:35:35.442
-163.875,1658417985,2023-10-30T17:35:35.448
-162.75,1658423858,2023-10-30T17:35:35.453
-161.8125,1658429708,2023-10-30T17:35:35.459
-160.875,1658435531,2023-10-30T17:35:35.465
-159.75,1658441341,2023-10-30T17:35:35.471
-159.0,1658447202,2023-10-30T17:35:35.477
-158.0625,1658453042,2023-10-30T17:35:35.483
-157.125,1658458842,2023-10-30T17:35:35.488
-156.1875,1658464674,2023-10-30T17:35:35.494
-155.4375,1658470542,2023-10-30T17:35:35.500
-154.6875,1658476268,2023-10-30T17:35:35.506
-153.75,1658482120,2023-10-30T17:35:35.512
-153.0,1658487967,2023-10-30T17:35:35.517
-152.25,1658493690,2023-10-30T17:35:35.523
-151.5,1658499544,2023-10-30T17:35:35.529
-150.75,1658505384,2023-10-30T17:35:35.535
-150.0,1658511317,2023-10-30T17:35:35.541
-149.25,1658517204,2023-10-30T17:35:35.547
-148.5,1658523033,2023-10-30T17:35:35.553
-147.75,1658528792,2023-10-30T17:35:35.558
-147.0,1658534526,2023-10-30T17:35:35.564
-146.4375,1658540313,2023-10-30T17:35:35.570
-145.6875,1658546061,2023-10-30T17:35:35.576
-145.125,1658551842,2023-10-30T17:35:35.581
-144.5625,1658557629,2023-10-30T17:35:35.587
-143.8125,1658563550,2023-10-30T17:35:35.593
-143.25,1658569534,2023-10-30T17:35:35.599
-142.5,1658575642,2023-10-30T17:35:35.605
-141.9375,1658581585,2023-10-30T17:35:35.611
-141.375,1658587507,2023-10-30T17:35:35.617
-140.625,1658593287,2023-10-30T17:35:35.623
-140.0625,1658599019,2023-10-30T17:35:35.629
-139.5,1658604843,2023-10-30T17:35:35.634
-138.9375,1658610641,2023-10-30T17:35:35.640
-138.375,1658616409,2023-10-30T17:35:35.646
-137.625,1658622230,2023-10-30T17:35:35.652
-137.25,1658628102,2023-10-30T17:35:35.658
-136.5,1658633845,2023-10-30T17:35:35.663
-135.9375,1658639562,2023-10-30T17:35:35.669
-135.375,1658645351,2023-10-30T17:35:35.675
-135.0,1658651336,2023-10-30T17:35:35.681
-134.4375,1658657209,2023-10-30T17:35:35.687
-133.875,1658663041,2023-10-30T17:35:35.693
-133.3125,1658668821,2023-10-30T17:35:35.698
-132.75,1658674550,2023-10-30T17:35:35.704
-132.375,1658680287,2023-10-30T17:35:35.710
-131.8125,1658686087,2023-10-30T17:35:35.716
-131.25,1658691848,2023-10-30T17:35:35.721
-130.6875,1658697582,2023-10-30T17:35:35.727
-130.3125,1658703343,2023-10-30T17:35:35.733
-129.75,1658709177,2023-10-30T17:35:35.739
-129.1875,1658714958,2023-10-30T17:35:35.744
-128.625,1658720692,2023-10-30T17:35:35.750
-128.25,1658726487,2023-10-30T17:35:35.756
-127.875,1658732251,2023-10-30T17:35:35.762
-127.3125,1658738025,2023-10-30T17:35:35.768
-126.9375,1658743809,2023-10-30T17:35:35.773
-126.375,1658749569,2023-10-30T17:35:35.779
-125.8125,1658755302,2023-10-30T17:35:35.785
-125.4375,1658761085,2023-10-30T17:35:35.791
-125.0625,1658766898,2023-10-30T17:35:35.796
-124.5,1658772709,2023-10-30T17:35:35.802
-124.125,1658778448,2023-10-30T17:35:35.808
-123.5625,1658784235,2023-10-30T17:35:35.814
-123.1875,1658790013,2023-10-30T17:35:35.820
-122.8125,1658795767,2023-10-30T17:35:35.825
-122.25,1658801495,2023-10-30T17:35:35.831
-121.875,1658807320,2023-10-30T17:35:35.837
-121.5,1658813139,2023-10-30T17:35:35.843
-120.9375,1658818892,2023-10-30T17:35:35.848
-120.5625,1658824677,2023-10-30T17:35:35.854
-120.1875,1658830434,2023-10-30T17:35:35.860
-119.625,1658836171,2023-10-30T17:35:35.866
-119.25,1658841946,2023-10-30T17:35:35.871
-118.875,1658847740,2023-10-30T17:35:35.877
-118.5,1658853494,2023-10-30T17:35:35.883
-118.125,1658859323,2023-10-30T17:35:35.889
-117.5625,1658866166,2023-10-30T17:35:35.896
-117.1875,1658872078,2023-10-30T17:35:35.902
-116.625,1658877832,2023-10-30T17:35:35.907
-116.4375,1658883547,2023-10-30T17:35:35.913
-115.875,1658889422,2023-10-30T17:35:35.919
-115.5,1658895169,2023-10-30T17:35:35.925
-115.125,1658900901,2023-10-30T17:35:35.930
-114.75,1658906698,2023-10-30T17:35:35.936
-114.375,1658912501,2023-10-30T17:35:35.942
-114.0,1658918251,2023-10-30T17:35:35.948
-113.625,1658923972,2023-10-30T17:35:35.954
-113.0625,1658929772,2023-10-30T17:35:35.959
-112.6875,1658935540,2023-10-30T17:35:35.965
-112.3125,1658941272,2023-10-30T17:35:35.971
-111.9375,1658947057,2023-10-30T17:35:35.977
-111.5625,1658952850,2023-10-30T17:35:35.982
-111.1875,1658958586,2023-10-30T17:35:35.988
-110.8125,1658964539,2023-10-30T17:35:35.994
-110.4375,1658970348,2023-10-30T17:35:36.000
-110.0625,1658976110,2023-10-30T17:35:36.006
-109.5,1658981859,2023-10-30T17:35:36.011
-109.3125,1658987669,2023-10-30T17:35:36.017
-108.9375,1658993441,2023-10-30T17:35:36.023
-108.5625,1658999168,2023-10-30T17:35:36.029
-108.1875,1659004898,2023-10-30T17:35:36.034
-108.0,1659010691,2023-10-30T17:35:36.040
-107.4375,1659016483,2023-10-30T17:35:36.046
-107.0625,1659022234,2023-10-30T17:35:36.052
-106.6875,1659028040,2023-10-30T17:35:36.058
-106.3125,1659033820,2023-10-30T17:35:36.063
-105.9375,1659039563,2023-10-30T17:35:36.069
-105.5625,1659045305,2023-10-30T17:35:36.075
-105.375,1659051094,2023-10-30T17:35:36.081
-104.8125,1659056851,2023-10-30T17:35:36.086
-104.4375,1659062683,2023-10-30T17:35:36.092
-104.25,1659068486,2023-10-30T17:35:36.098
-103.875,1659074249,2023-10-30T17:35:36.104
-103.5,1659079972,2023-10-30T17:35:36.110
-103.125,1659085699,2023-10-30T17:35:36.115
-102.75,1659091558,2023-10-30T17:35:36.121
-102.375,1659097422,2023-10-30T17:35:36.127
-102.0,1659103174,2023-10-30T17:35:36.133
-101.625,1659108983,2023-10-30T17:35:36.139
-101.25,1659114883,2023-10-30T17:35:36.144
-101.0625,1659120721,2023-10-30T17:35:36.150
-100.6875,1659126465,2023-10-30T17:35:36.156
-100.3125,1659132354,2023-10-30T17:35:36.162
-99.9375,1659138201,2023-10-30T17:35:36.168
-99.5625,1659143976,2023-10-30T17:35:36.174
-99.1875,1659149855,2023-10-30T17:35:36.179
-98.8125,1659155711,2023-10-30T17:35:36.185
-98.625,1659161513,2023-10-30T17:35:36.191
-98.25,1659167327,2023-10-30T17:35:36.197
-97.875,1659173216,2023-10-30T17:35:36.203
-97.6875,1659179286,2023-10-30T17:35:36.209
-97.3125,1659185174,2023-10-30T17:35:36.215
-96.9375,1659191219,2023-10-30T17:35:36.221
-96.5625,1659197076,2023-10-30T17:35:36.227
-96.1875,1659202858,2023-10-30T17:35:36.232
-96.0,1659208758,2023-10-30T17:35:36.238
-95.625,1659215086,2023-10-30T17:35:36.245
-95.25,1659220898,2023-10-30T17:35:36.250
